ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0012501	GO:0012501	programmed cell death	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=29%, list=25%, signal=51%	DAPK1
GO:0016310	GO:0016310	phosphorylation	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	2	tags=50%, list=17%, signal=83%	RUBCN/DAPK1
GO:0019538	GO:0019538	protein metabolic process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0031324	GO:0031324	negative regulation of cellular metabolic process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	5	tags=67%, list=42%, signal=78%	RUBCN/BECN1/DAPK1
GO:0036211	GO:0036211	protein modification process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0043412	GO:0043412	macromolecule modification	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0044260	GO:0044260	cellular macromolecule metabolic process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0044267	GO:0044267	cellular protein metabolic process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0050790	GO:0050790	regulation of catalytic activity	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	5	tags=67%, list=42%, signal=78%	RUBCN/BECN1/DAPK1
GO:0051049	GO:0051049	regulation of transport	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	2	tags=33%, list=17%, signal=56%	DAPK1
GO:0065009	GO:0065009	regulation of molecular function	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	5	tags=67%, list=42%, signal=78%	RUBCN/BECN1/DAPK1
GO:0070887	GO:0070887	cellular response to chemical stimulus	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=29%, list=25%, signal=51%	DAPK1
GO:0071310	GO:0071310	cellular response to organic substance	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=29%, list=25%, signal=51%	DAPK1
GO:1901564	GO:1901564	organonitrogen compound metabolic process	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:1901700	GO:1901700	response to oxygen-containing compound	6	-1	-1.10348082157847	0.00255102040816327	0.0059924246706993	0.00243981540713676	3	tags=29%, list=25%, signal=51%	DAPK1
GO:0006955	GO:0006955	immune response	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	2	tags=40%, list=17%, signal=57%	DAPK1
GO:0010467	GO:0010467	gene expression	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	2	tags=40%, list=17%, signal=57%	DAPK1
GO:0010646	GO:0010646	regulation of cell communication	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=33%, list=25%, signal=50%	DAPK1
GO:0010941	GO:0010941	regulation of cell death	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0023051	GO:0023051	regulation of signaling	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=33%, list=25%, signal=50%	DAPK1
GO:0035556	GO:0035556	intracellular signal transduction	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=33%, list=25%, signal=50%	DAPK1
GO:0060255	GO:0060255	regulation of macromolecule metabolic process	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	2	tags=40%, list=17%, signal=57%	DAPK1
GO:0060548	GO:0060548	negative regulation of cell death	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=50%, list=25%, signal=75%	BECN1/DAPK1
GO:0080090	GO:0080090	regulation of primary metabolic process	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	2	tags=60%, list=17%, signal=86%	RUBCN/DAPK1
GO:1901701	GO:1901701	cellular response to oxygen-containing compound	5	-1	-1.11228822534735	0.00277008310249307	0.0059924246706993	0.00243981540713676	3	tags=33%, list=25%, signal=50%	DAPK1
GO:0002376	GO:0002376	immune system process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	4	tags=43%, list=33%, signal=69%	BECN1/DAPK1
GO:0006950	GO:0006950	response to stress	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=38%, list=25%, signal=84%	BECN1/DAPK1
GO:0009892	GO:0009892	negative regulation of metabolic process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	5	tags=57%, list=42%, signal=80%	RUBCN/BECN1/DAPK1
GO:0010033	GO:0010033	response to organic substance	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=25%, list=25%, signal=56%	DAPK1
GO:0023052	GO:0023052	signaling	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=25%, list=25%, signal=56%	DAPK1
GO:0031323	GO:0031323	regulation of cellular metabolic process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	5	tags=57%, list=42%, signal=80%	RUBCN/BECN1/DAPK1
GO:0033554	GO:0033554	cellular response to stress	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=38%, list=25%, signal=84%	BECN1/DAPK1
GO:0043170	GO:0043170	macromolecule metabolic process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=43%, list=25%, signal=77%	BECN1/DAPK1
GO:0044238	GO:0044238	primary metabolic process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	5	tags=57%, list=42%, signal=80%	RUBCN/BECN1/DAPK1
GO:0048522	GO:0048522	positive regulation of cellular process	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=38%, list=25%, signal=84%	BECN1/DAPK1
GO:0048583	GO:0048583	regulation of response to stimulus	7	-1	-1.08244808783433	0.00469483568075117	0.00829420970266041	0.00337698706861049	3	tags=25%, list=25%, signal=56%	DAPK1
GO:0008152	GO:0008152	metabolic process	10	-1	-1.00236415449957	0.0141176470588235	0.0230226244343891	0.00937366039533222	8	tags=70%, list=67%, signal=140%	ATG5/VMP1/ATG14/RUBCN/BECN1/DAPK1
GO:0050789	GO:0050789	regulation of biological process	10	-1	-1.00236415449957	0.0141176470588235	0.0230226244343891	0.00937366039533222	5	tags=36%, list=42%, signal=255%	RUBCN/BECN1/DAPK1
GO:0050794	GO:0050794	regulation of cellular process	10	-1	-1.00236415449957	0.0141176470588235	0.0230226244343891	0.00937366039533222	5	tags=36%, list=42%, signal=255%	RUBCN/BECN1/DAPK1
GO:0051179	GO:0051179	localization	10	-1	-1.00236415449957	0.0141176470588235	0.0230226244343891	0.00937366039533222	5	tags=36%, list=42%, signal=255%	RUBCN/BECN1/DAPK1
GO:0065007	GO:0065007	biological regulation	10	-1	-1.00236415449957	0.0141176470588235	0.0230226244343891	0.00937366039533222	5	tags=36%, list=42%, signal=255%	RUBCN/BECN1/DAPK1
