ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:1901652	GO:1901652	response to peptide	6	1	2.09188507936258	0.00483091787439614	0.0308307165286897	0.0244602370900131	1	tags=17%, list=2%, signal=18%	PHB
GO:1902680	GO:1902680	positive regulation of RNA biosynthetic process	6	1	2.09188507936258	0.00483091787439614	0.0308307165286897	0.0244602370900131	1	tags=14%, list=2%, signal=16%	PHB
GO:1903508	GO:1903508	positive regulation of nucleic acid-templated transcription	6	1	2.09188507936258	0.00483091787439614	0.0308307165286897	0.0244602370900131	1	tags=14%, list=2%, signal=16%	PHB
GO:0000122	GO:0000122	negative regulation of transcription by RNA polymerase II	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0000165	GO:0000165	MAPK cascade	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0002252	GO:0002252	immune effector process	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=14%, list=2%, signal=16%	PHB
GO:0002682	GO:0002682	regulation of immune system process	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=14%, list=2%, signal=16%	PHB
GO:0009636	GO:0009636	response to toxic substance	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0009725	GO:0009725	response to hormone	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0010628	GO:0010628	positive regulation of gene expression	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0023014	GO:0023014	signal transduction by protein phosphorylation	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0031328	GO:0031328	positive regulation of cellular biosynthetic process	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0031347	GO:0031347	regulation of defense response	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=14%, list=2%, signal=16%	PHB
GO:0043408	GO:0043408	regulation of MAPK cascade	7	1	2.11655285109188	0.00505050505050505	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0001932	GO:0001932	regulation of protein phosphorylation	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0006952	GO:0006952	defense response	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0009891	GO:0009891	positive regulation of biosynthetic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0010562	GO:0010562	positive regulation of phosphorus metabolic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0042327	GO:0042327	positive regulation of phosphorylation	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0045892	GO:0045892	negative regulation of transcription, DNA-templated	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0045935	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0045937	GO:0045937	positive regulation of phosphate metabolic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=12%, list=2%, signal=14%	PHB
GO:0051253	GO:0051253	negative regulation of RNA metabolic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:1902679	GO:1902679	negative regulation of RNA biosynthetic process	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:1903507	GO:1903507	negative regulation of nucleic acid-templated transcription	8	1	2.11261022271609	0.00526315789473684	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0006259	GO:0006259	DNA metabolic process	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=11%, list=2%, signal=13%	PHB
GO:0009890	GO:0009890	negative regulation of biosynthetic process	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0010558	GO:0010558	negative regulation of macromolecule biosynthetic process	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0031327	GO:0031327	negative regulation of cellular biosynthetic process	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0031647	GO:0031647	regulation of protein stability	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0071495	GO:0071495	cellular response to endogenous stimulus	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=9%, list=2%, signal=11%	PHB
GO:2000113	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	9	1	2.04091298322804	0.00552486187845304	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0002376	GO:0002376	immune system process	10	1	1.9453717709654	0.00581395348837209	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0006468	GO:0006468	protein phosphorylation	10	1	1.9453717709654	0.00581395348837209	0.0308307165286897	0.0244602370900131	1	tags=9%, list=2%, signal=11%	PHB
GO:0006955	GO:0006955	immune response	10	1	1.9453717709654	0.00581395348837209	0.0308307165286897	0.0244602370900131	1	tags=10%, list=2%, signal=12%	PHB
GO:0019220	GO:0019220	regulation of phosphate metabolic process	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0042325	GO:0042325	regulation of phosphorylation	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0045862	GO:0045862	positive regulation of proteolysis	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0045934	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0051174	GO:0051174	regulation of phosphorus metabolic process	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:1902533	GO:1902533	positive regulation of intracellular signal transduction	11	1	1.92300334672953	0.00606060606060606	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0009605	GO:0009605	response to external stimulus	12	1	1.95995182422296	0.00609756097560976	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0010629	GO:0010629	negative regulation of gene expression	12	1	1.95995182422296	0.00609756097560976	0.0308307165286897	0.0244602370900131	1	tags=8%, list=2%, signal=10%	PHB
GO:0009719	GO:0009719	response to endogenous stimulus	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0009967	GO:0009967	positive regulation of signal transduction	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0010605	GO:0010605	negative regulation of macromolecule metabolic process	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0030162	GO:0030162	regulation of proteolysis	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0031324	GO:0031324	negative regulation of cellular metabolic process	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0031401	GO:0031401	positive regulation of protein modification process	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0042176	GO:0042176	regulation of protein catabolic process	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0051172	GO:0051172	negative regulation of nitrogen compound metabolic process	13	1	1.93756757997139	0.00645161290322581	0.0308307165286897	0.0244602370900131	1	tags=7%, list=2%, signal=9%	PHB
GO:0009892	GO:0009892	negative regulation of metabolic process	14	1	1.83866259360484	0.00675675675675676	0.0309207512597343	0.0245316681534344	1	tags=7%, list=2%, signal=9%	PHB
GO:0010647	GO:0010647	positive regulation of cell communication	14	1	1.83866259360484	0.00675675675675676	0.0309207512597343	0.0245316681534344	1	tags=7%, list=2%, signal=9%	PHB
GO:0023056	GO:0023056	positive regulation of signaling	14	1	1.83866259360484	0.00675675675675676	0.0309207512597343	0.0245316681534344	1	tags=7%, list=2%, signal=9%	PHB
GO:0043066	GO:0043066	negative regulation of apoptotic process	14	1	1.83866259360484	0.00675675675675676	0.0309207512597343	0.0245316681534344	1	tags=7%, list=2%, signal=9%	PHB
GO:0043069	GO:0043069	negative regulation of programmed cell death	14	1	1.83866259360484	0.00675675675675676	0.0309207512597343	0.0245316681534344	1	tags=7%, list=2%, signal=9%	PHB
GO:0031399	GO:0031399	regulation of protein modification process	16	1	1.86918656466988	0.00769230769230769	0.0345622119815668	0.0274207022933678	1	tags=6%, list=2%, signal=8%	PHB
GO:0060548	GO:0060548	negative regulation of cell death	16	1	1.86918656466988	0.00769230769230769	0.0345622119815668	0.0274207022933678	1	tags=6%, list=2%, signal=8%	PHB
GO:0009057	GO:0009057	macromolecule catabolic process	17	1	1.86560648416982	0.00793650793650794	0.0345622119815668	0.0274207022933678	1	tags=5%, list=2%, signal=7%	PHB
GO:0010243	GO:0010243	response to organonitrogen compound	17	1	1.86560648416982	0.00793650793650794	0.0345622119815668	0.0274207022933678	1	tags=6%, list=2%, signal=8%	PHB
GO:0030163	GO:0030163	protein catabolic process	17	1	1.86560648416982	0.00793650793650794	0.0345622119815668	0.0274207022933678	1	tags=5%, list=2%, signal=7%	PHB
GO:1901698	GO:1901698	response to nitrogen compound	17	1	1.86560648416982	0.00793650793650794	0.0345622119815668	0.0274207022933678	1	tags=6%, list=2%, signal=8%	PHB
GO:1901565	GO:1901565	organonitrogen compound catabolic process	18	1	1.82615338210115	0.00847457627118644	0.0366101694915254	0.0290454950936664	1	tags=5%, list=2%, signal=7%	PHB
GO:0032270	GO:0032270	positive regulation of cellular protein metabolic process	19	1	1.81834361648823	0.00943396226415094	0.0397995283018868	0.0315758440913605	1	tags=5%, list=2%, signal=7%	PHB
GO:0048584	GO:0048584	positive regulation of response to stimulus	19	1	1.81834361648823	0.00943396226415094	0.0397995283018868	0.0315758440913605	1	tags=5%, list=2%, signal=7%	PHB
GO:0080134	GO:0080134	regulation of response to stress	19	1	1.81834361648823	0.00943396226415094	0.0397995283018868	0.0315758440913605	1	tags=5%, list=2%, signal=7%	PHB
GO:0051247	GO:0051247	positive regulation of protein metabolic process	20	1	1.84225723359234	0.01	0.0418604651162791	0.0332109343125255	1	tags=5%, list=2%, signal=7%	PHB
GO:0032268	GO:0032268	regulation of cellular protein metabolic process	21	1	1.84412824556723	0.0101010101010101	0.041958041958042	0.0332883490778228	1	tags=4%, list=2%, signal=7%	PHB
GO:0051246	GO:0051246	regulation of protein metabolic process	22	1	1.84528622709334	0.0105263157894737	0.0433909200482121	0.0344251548920513	1	tags=4%, list=2%, signal=7%	PHB
GO:0010604	GO:0010604	positive regulation of macromolecule metabolic process	23	1	1.8066412247219	0.010989010989011	0.0446170370982401	0.0353979222202412	1	tags=4%, list=2%, signal=7%	PHB
GO:0051173	GO:0051173	positive regulation of nitrogen compound metabolic process	23	1	1.8066412247219	0.010989010989011	0.0446170370982401	0.0353979222202412	1	tags=4%, list=2%, signal=7%	PHB
